molecule,solvent,label
F[B-]1(F)N2C(C3=CC=CS3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=CS7)=[N+]15,ClCCl,718
F[B-]1(F)N2C(C3=CC=CS3)=CC(C4=CC=CS4)=C2N=C5C(C6=CC=CS6)=CC(C7=CC=CS7)=[N+]15,ClCCl,742
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(N(CC)CC)C=C4)=C2N=C5C(C6=CC=C(N(CC)CC)C=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,CS(C)=O,818
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC5=C(N(CCC5)CC)C=C4)=C2N=C6C(C7=CC8=C(N(CC)CCC8)C=C7)=CC(C9=CC=C(OC)C=C9)=[N+]16,CS(C)=O,854
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC5=C(N(CCC5)CCC6)C6=C4)=C2N=C7C(C8=CC9=C(N(CCC%10)CCC9)C%10=C8)=CC(C%11=CC=C(OC)C=C%11)=[N+]17,CS(C)=O,883
F[B-]1(F)N2C(C3=C(OC)C=CC=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=CC=C7OC)=[N+]15,CC1=CC=CC=C1,640
C1(C2=CC=CC=C2)=CC3=[N+]4[B-](OC5=CC=CC=C65)(OC7=C3C=CC=C7)N8C6=CC(C9=CC=CC=C9)=C8N=C14,CC1=CC=CC=C1,728
COC1=CC=C2C3=CC(C4=CC=CC=C4)=C5N=C6C(C7=CC=CC=C7)=CC8=[N+]6[B-](OC2=C1)(OC9=C8C=CC(OC)=C9)N35,ClC(Cl)Cl,765
F[B-]1(F)N2C(C3=C4C=C(OC)C=C3)=C(CC4)C(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=CC(C8=CC=C(OC)C=C8)=[N+]16,ClC(Cl)Cl,708
F[B-]1(F)N2C(C3=C4C=C(OC)C=C3)=C(CC4)C(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=C8C(C9=CC=C(OC)C=C9CC8)=[N+]16,ClC(Cl)Cl,740
F[B-]1(F)N2C(C3=C4C=C(OC)C=C3)=C(CS4)C(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=C8C(C9=CC=C(OC)C=C9SC8)=[N+]16,ClC(Cl)Cl,706
F[B-]1(F)N2C(C3=CC=C(C(C)(C)C)C=C3)=C(C4=CC(OC)=CC(OC)=C4)C(C5=CC(OC)=C(OC)C(OC)=C5)=C2N=C6C(C7=CC(OC)=C(OC)C(OC)=C7)=C(C8=CC(OC)=CC(OC)=C8)C(C9=CC=C(C(C)(C)C)C=C9)=[N+]16,CC1=CC=CC=C1,674
F[B-]1(F)N2C(C3=C4C=C(C(C)(C)C)C=C3)=C5C(C6=CC(OC)=C(OC)C(OC)=C6C7=C5C4=C(OC)C=C7OC)=C2N=C8C(C9=C%10C(OC)=C(OC)C(OC)=C9)=C%11C(C%12=CC=C(C(C)(C)C)C=C%12C%13=C%11C%10=C(OC)C=C%13OC)=[N+]18,CC1=CC=CC=C1,878
F[B-]1(F)N2C(C3=CC=CC=C3)=CC(C4=CC=C(C#CC5=CC=C(C(C=CC([N+]([O-])=O)=C6)=C6C7(C(CCCCC)=O)C(CCCCC)=O)C7=C5)C=C4)=C2N=C8C(C9=CC=C(C#CC%10=CC(C(C(CCCCC)=O)(C(CCCCC)=O)C%11=C%12C=CC([N+]([O-])=O)=C%11)=C%12C=C%10)C=C9)=CC(C%13=CC=CC=C%13)=[N+]18,ClCCl,675
F[B-]1(F)N2C(C3=CC=C(C#CC4=CC(C(C(CCCCC)=O)(C(CCCCC)=O)C5=C6C=CC([N+]([O-])=O)=C5)=C6C=C4)C=C3)=CC(C7=CC=CC=C7)=C2N=C8C(C9=CC=CC=C9)=CC(C%10=CC=C(C#CC%11=CC=C(C(C=CC([N+]([O-])=O)=C%12)=C%12C%13(C(CCCCC)=O)C(CCCCC)=O)C%13=C%11)C=C%10)=[N+]18,ClC(Cl)Cl,697
F[B-]1(F)N2C(C3=CC=CC=C3)=C(Br)C(C4=CC=C(OC)C=C4)=C2N=C5C(C6=CC=C(OC)C=C6)=C(Br)C(C7=CC=CC=C7)=[N+]15,CC1=CC=CC=C1,654
F[B-]1(F)N2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(C5=CC=C(OC)C=C5)=C2N=C6C(C7=CC=C(OC)C=C7)=C(C8=CC=CC=C8)C(C9=CC=CC=C9)=[N+]16,CC1=CC=CC=C1,656
F[B-]1(F)N2C(C3=CC=CC=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(OC)C=C5)=C2N=C6C(C7=CC=C(OC)C=C7)=C(C8=CC=C(C)C=C8)C(C9=CC=CC=C9)=[N+]16,CC1=CC=CC=C1,656
F[B-]1(F)N2C(C3=CC=CC=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C2N=C6C(C7=CC=C(OC)C=C7)=C(C8=CC=C(OC)C=C8)C(C9=CC=CC=C9)=[N+]16,CC1=CC=CC=C1,653
F[B-]1(F)N2C(C3=CC=CC=C3)=C(C4=CC=C(F)C=C4)C(C5=CC=C(OC)C=C5)=C2N=C6C(C7=CC=C(OC)C=C7)=C(C8=CC=C(F)C=C8)C(C9=CC=CC=C9)=[N+]16,CC1=CC=CC=C1,654
F[B-]1(F)N2C(C3=CC=CC=C3)=C(C4=CC=C([N+]([O-])=O)C=C4)C(C5=CC=C(OC)C=C5)=C2N=C6C(C7=CC=C(OC)C=C7)=C(C8=CC=C([N+]([O-])=O)C=C8)C(C9=CC=CC=C9)=[N+]16,CC1=CC=CC=C1,654
F[B-]1(F)N2C(C3=CC=CC=C3)=C(C4=CC=C(C5=CC=CC=C5)C=C4)C(C6=CC=C(OC)C=C6)=C2N=C7C(C8=CC=C(OC)C=C8)=C(C9=CC=C(C%10=CC=CC=C%10)C=C9)C(C%11=CC=CC=C%11)=[N+]17,CC1=CC=CC=C1,656
F[B-]1(F)N2C(C3=CC=C(OCCCOCCOCCOC)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(OCCNC(OC(C)(C)C)=O)C=C7)=[N+]15,CCO,688
F[B-]1(F)N2C(C3=CC=C(OCCCOCCOCCOC)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(OCCNC(CCC(O)=O)=O)C=C7)=[N+]15,CCO,691
F[B-]1(F)N2C(C3=CC=C(OCC([O-])=O)C=C3)=CC(C4=CC=CC=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(OCC([O-])=O)C=C7)=[N+]15,ClC(Cl)Cl,681
F[B-]1(F)[N+]2=C(C3=CC=C(OC)C=C3)C=C(C4=CC=C(C[N+](C)(C)C)C=C4)C2=NC5=C(C6=CC=C(C[N+](C)(C)C)C=C6)C=C(C7=CC=C(OC)C=C7)N15,ClCCl,702
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(C(F)(F)F)C=C4)=C2N=C5C(C6=CC=C(C(F)(F)F)C=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,CC1=CC=CC=C1,709
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(C#N)C=C4)=C2N=C5C(C6=CC=C(C#N)C=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,CC1=CC=CC=C1,720
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=C4C(C5=CC(OC)=C(OC)C(OC)=C5C6=C4C=CC(C(C)(C)C)=C6)=C2N=C7C(C8=C9C(OC)=C(OC)C(OC)=C8)=C(C%10=CC=C(C(C)(C)C)C=C%109)C(C%11=CC=C(OC)C=C%11)=[N+]17,CC1=CC=CC=C1,745
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(OCCOCCOCCOCCO5)C=C4)=C2N=C6C(C7=CC=C5C=C7)=CC(C8=CC=C(OC)C=C8)=[N+]16,ClCCl,686
F[B-]1(F)N2C3=C(CCC4=C3C=CC(OC)=C4)C(C5=CC=CC=C5)=C2N=C6C(C7=CC=CC=C7)=CC(/C=C/C8=CC=C(OC)C=C8)=[N+]16,ClCCl,746
C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]4[B-](C#CC5=CC=CC=C5)(C#CC6=CC=CC=C6)N7C(C8=CC=CC=C8)=CC(C9=CC=CC=C9)=C7N=C14,ClC(Cl)Cl,645
F[B-]1(F)N2C(C3=CC=C(N(C)C)C=C3)=CC(C)=C2N=C4C(C)=CC(C5=CC=C(N(C)C)C=C5)=[N+]14,CS(C)=O,774
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=CC(NC([C@@H](N)CS(=O)(O)=O)=O)=C4)=C2N=C5C(C6=CC(NC([C@@H](N)CS(=O)(O)=O)=O)=CC=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,CS(C)=O,703
F[B-]1(F)N2C(C3=CC=C(OCCCC)C=C3)=CC(C4=CC(O)=CC=C4)=C2N=C5C(C6=CC=C(OCCCC)C=C6)=CC(C7=CC=C(OCCCC)C=C7)=[N+]15,C1CCCO1,696
F[B-]1(F)N2C(C3=CC=C(OCCCC)C=C3)=CC(C4=C(Cl)C(O)=CC=C4)=C2N=C5C(C6=CC=C(OCCCC)C=C6)=CC(C7=CC=C(OCCCC)C=C7)=[N+]15,C1CCCO1,696
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=C(Cl)C(O)=C(Cl)C=C4)=C2N=C5C(C6=CC=C(OC)C=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,C1CCCO1,695
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=C(F)C(O)=CC=C4F)=C2N=C5C(C6=CC=C(OC)C=C6)=CC(C7=CC=C(OC)C=C7)=[N+]15,C1CCCO1,694
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC(O)=C(OC)C=C4)=C2N=C5C(C6=CC=CC=C6)=CC(C7=CC=C(OCCCC)C=C7)=[N+]15,C1CCCO1,698
F[B-]1(F)[N+]2=C(/C=C/C3=CC=NC=C3)C(I)=C(C)C2=C(C4=CC(OCCOCCOCCOCCO5)=C5C=C4)C6=C(C)C(I)=C(/C=C/C7=CC=NC=C7)N16,CC#N,630
F[B-]1(F)[N+]2=C(C)C=C(C)C2=CC3=C(CCNC(C)=O)C4=C(C=CC(OC)=C4)N13,CS(C)=O,515
F[B-]1(F)[N+]2=C(C)C(CC)=C(C)C2=CC3=C(CCNC(C)=O)C4=C(C=CC(OC)=C4)N13,CS(C)=O,512
F[B-]1(F)[N+]2=C(C3=CC=C(OC)C=C3)C=CC2=CC4=C(CCNC(C)=O)C5=C(C=CC(OC)=C5)N14,CS(C)=O,569
F[B-]1(F)[N+]2=C(/C=C/C3=CC=C(OC)C=C3)C=CC2=CC4=C(CCNC(C)=O)C5=C(C=CC(OC)=C5)N14,CS(C)=O,604
F[B-]1(F)[N+]2=C(C)C=C(C)C2=CC3=CC4=C(C=C(O)C=C4)N13,O,520
F[B-]1(F)[N+]2=C(C)C(CC)=C(C)C2=C(C3=CC=CC=C3)C4=C(C)C5=C(C=C(O)C=C5)N14,CO,548
F[B-]1(F)[N+]2=C(C3=C(C)C=C(C)C=C3C)C=CC2=C(C4=CC=C(C(F)(F)F)C=C4)C5=C(C6=CC=C(CCCCCC)C=C6)C7=C(C=CC=C7)N15,C1CCCO1,539
F[B-]1(F)[N+]2=C(C)C=C(C)C2=C(C3=CC=CC=C3)C4=C(C5=CC=CC=C5)C6=C(C=CC=C6)N14,ClCCl,512
F[B-]1(F)[N+]2=C(C3=CC=CC=C3)C=CC2=C(C4=CC=CC=C4)C5=CC6=C(C=CC=C6)N15,ClCCl,533
F[B-]1(F)[N+]2=C(C3=CC=C(C)C=C3)C=CC2=C(C4=CC=CC=C4)C5=CC6=C(C=CC=C6)N15,ClCCl,557
F[B-]1(F)[N+]2=C(C3=CC=C(C(C)(C)C)C=C3)C=CC2=C(C4=CC=CC=C4)C5=CC6=C(C=CC=C6)N15,ClCCl,559
F[B-]1(F)[N+]2=C(C3=CC=C(OC)C=C3)C=CC2=C(C4=CC=CC=C4)C5=CC6=C(C=CC=C6)N15,ClCCl,567
F[B-]1(F)[N+]2=C(C3=CC=CC(OC)=C3)C=CC2=C(C4=CC=CC=C4)C5=CC6=C(C=CC=C6)N15,ClCCl,556
F[B-]1(F)[N+]2=C(C3=CC(OC)=CC(OC)=C3)C=CC2=C(C4=CC=CC=C4)C5=CC6=C(C=CC=C6)N15,ClCCl,557
F[B-]1(F)[N+]2=C(C3=CC(C=CC(OC)=C4)=C4C=C3)C=CC2=C(C5=CC=CC=C5)C6=CC7=C(C=CC=C7)N16,ClCCl,578
F[B-]1(F)[N+]2=C(C3=CC(C=CC=C4)=C4C5=C3C=CC=C5)C=CC2=C(C6=CC=CC=C6)C7=CC8=C(C=CC=C8)N17,ClCCl,547
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=C(C)C=C3)C4=CC5=C(C(C6=CC=C(F)C=C6)=C(C7=CC=C(F)C=C7)C(C8=CC=C(F)C=C8)=C5C9=CC=C(F)C=C9)N14,ClCCl,529
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=C(C)C=C3)C4=CC5=C(C(C(OC)=O)=C(C(OC)=O)C(C(OC)=O)=C5C(OC)=O)N14,ClCCl,590
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=C(N(C)C)C=C3)C4=CC5=C(C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C5C9=CC=CC=C9)N14,ClCCl,518
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C4=CC5=C(C(C6=CC=CC=C6)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C5C9=CC=CC=C9)N14,ClCCl,543
F[B-]1(F)[N+]2=C3C(C=CC=C3)=CC2=C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)C5=CC6=C(C=CC=C6)N15,ClCCl,581
F[B-]1(F)[N+]2=C3C(C=CC=C3)=C(C4=CC=CC=C4)C2=C(C5=CC=CC=C5)C6=C(C7=CC=CC=C7)C8=C(C=CC=C8)N16,ClCCl,568
F[B-]1(F)[N+]2=C(C3=C4C=CC=C3)C(CC4)=CC2=C(C5=CC=C(I)C=C5)C6=CC7=C(C(C=CC=C8)=C8C=C7)N16,ClC(Cl)Cl,634
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,CCCCCC,500
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,CC1=CC=CC=C1,502
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,CCC(OCC)=O,498
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,C1CCCO1,500
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,ClCCl,500
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,CO,496
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,CC#N,496
F[B-]1(F)N2C(C)=CC(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=CC(C)=[N+]15,CS(C)=O,500
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,CCCCCC,532
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,CC1=CC=CC=C1,536
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,CCC(OCC)=O,530
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,C1CCCO1,532
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,ClCCl,532
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,CO,529
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,CC#N,528
F[B-]1(F)N2C(C)=C(I)C(C)=C2C(OCCCN3C(C(C=CC=C4)=C4C3=O)=O)=C5C(C)=C(I)C(C)=[N+]15,CS(C)=O,536
F[B-]1(F)N(C(C=C/2)=C(C3=CC=CC=C3)C4=[N+]1/C(C=C4)=C/C5=C(C)C=C(C)C=C5C)C2=C\C6=C(C)C=C(C)C=C6C,ClCCl,568
F[B-]1(F)N(C(C=C/2)=C(C3=CC=CC=C3)C4=[N+]1/C(C=C4)=C/C5=C(Cl)C=CC=C5Cl)C2=C\C6=C(Cl)C=CC=C6Cl,ClCCl,565
F[B-]1(F)N2C(C(NCCC3=CC=CC=C3)C4=C(C)C=C(C)C=C4C)=CC=C2C(C5=CC=CC=C5)=C6C=CC(CC7=C(C)C=C(C)C=C7C)=[N+]16,ClCCl,523
F[B-]1(F)N2C(C(SCCC(O)=O)C3=C(C)C=C(C)C=C3C)=CC=C2C(C4=CC=CC=C4)=C5C=CC(CC6=C(C)C=C(C)C=C6C)=[N+]15,ClCCl,524
F[B-]1(F)N2C(C(SCCC(O)=O)C3=C(Cl)C=CC=C3Cl)=CC=C2C(C4=CC=CC=C4)=C5C=CC(CC6=C(Cl)C=CC=C6Cl)=[N+]15,ClCCl,536
F[B-]1(F)N2C(C(SC3=CC=C(C)C=C3)C4=C(C)C=C(C)C=C4C)=CC=C2C(C5=CC=CC=C5)=C6C=CC(CC7=C(C)C=C(C)C=C7C)=[N+]16,ClCCl,527
F[B-]1(F)N2C(C(SC3=CC=C(C)C=C3)C4=C(Cl)C=CC=C4Cl)=CC=C2C(C5=CC=CC=C5)=C6C=CC(CC7=C(Cl)C=CC=C7Cl)=[N+]16,ClCCl,537
F[B-]1(F)N2C(CC3=C(C)C=C(C)C=C3C)C=CC2=C(C4=CC=CC=C4)C5=[N+]1C(CC6=C(C)C=C(C)C=C6C)C=C5SC7=CC=C(C)C=C7,ClCCl,522
F[B-]1(F)N2C(CC3=C(Cl)C=CC=C3Cl)=CC=C2C(C4=CC=CC=C4)=C5C(SC6=CC=C(C)C=C6)=CC(CC7=C(Cl)C=CC=C7Cl)=[N+]15,ClCCl,532
F[B-]1(F)N2C(CC3=C(Cl)C=CC=C3Cl)=CC=C2C(C4=CC=CC=C4)=C5C=CC(CC6=C(Cl)C=CC=C6Cl)=[N+]15,ClCCl,529
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=CC=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=CC(F)=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=CC(Cl)=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=CC(Br)=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=CC(C)=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=C(C)C=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=C(OC)C=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=CC(N(CC)CC)=C3)=C4C=CC=[N+]14,ClCCl,553
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OCC)(OCC)=O)C=CC4=C3C=CC=C4)=C5C=CC=[N+]15,ClCCl,505
F[B-]1(F)N2C=CC=C2C(C3=C(OP(OC)(OC)=O)C=CC=C3)=C4C=CC=[N+]14,ClCCl,505
F[B-]1(F)N2C(/C=C/C3=CN=CN3C)=C(I)C(C)=C2C(C4=CC=NC=C4)=C5C(C)=C(I)C(/C=C/C6=CN=CN6C)=[N+]15,CO,666
F[B-]1(F)N2C(/C=C/C3=CC=C(OC)C=C3)=C(I)C(C)=C2C(C4=CC=NC=C4)=C5C(C)=C(I)C(/C=C/C6=CC=C(OC)C=C6)=[N+]15,CO,666
F[B-]1(F)N2C(/C=C/C3=CC=C(N(C)C)C=C3)=C(I)C(C)=C2C(C4=CC=NC=C4)=C5C(C)=C(I)C(/C=C/C6=CC=C(N(C)C)C=C6)=[N+]15,CO,745
C/[N+](C)=C1C=CC2=CC3=CC=C(N(C)C)C=C3OC2=C\1,O,546
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N(C)C)C=C4OC2=C\1,O,548
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C)C4=CC=C(N(C)C)C=C4OC2=C\1,O,550
C/[N+](C)=C1C=CC2=CC3=CC=C(N(C)C)C=C3[B-](O)(O)C2=C\1,O,611
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C)C4=CC=C(N(C)C)C=C4[B-](O)(O)C2=C\1,O,620
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N)C=C4C(C)(C)C2=C1,O,552
CC(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2C([O-])=O)=C3C=C/4)(C)C3=CC4=[N+](C)\C,O,606
CC(C1=CC(N2CCC2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCC\6,O,608
CC(C1=CC(N2CCCC2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCCC\6,O,613
CC(C1=CC(N(C)C)=CC=C1C(C#CC2=CC=CC=C2)=C3C=C/4)(C)C3=CC4=[N+](C)\C,O,680
CC(C1=CC(NC)=CC=C1C(C2=CC(C(O)=O)=CC=C2C([O-])=O)=C3C=C/4)(C)C3=CC4=[NH+]/C,O,582
CC(C1=CC(N(C)C)=CC=C1C(C2=CC(C(O)=O)=CC=C2C([O-])=O)=C3C=C/4)(C)C3=CC4=[N+](C)/C,O,609
CC(C1=CC(N(C)C)=CC=C1C(C2=CC(C(O)=O)=CC=C2C([O-])=O)=C3C=C/4F)(C)C3=CC4=[N+](C)/C,O,617
CC(C1=CC(N(C)C)=C(F)C=C1C(C2=CC(C(O)=O)=CC=C2C([O-])=O)=C3C=C/4F)(C)C3=CC4=[N+](C)/C,O,628
CC(C1=CC(NCC(F)(F)F)=CC=C1C(C2=CC(C(O)=O)=CC=C2C([O-])=O)=C3C=C/4)(C)C3=CC4=[NH+]/CC(F)(F)F,O,561
CC(C1=CC(NCC(F)(F)CO)=CC=C1C(C2=CC(C(O)=O)=CC=C2C([O-])=O)=C3C=C/4)(C)C3=CC4=[NH+]/CC(CO)(F)F,O,571
CC(C1=CC(N2CCCCCC2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCCCCC\6,O,618
CC(C1=CC(N2CC(F)(F)C2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CC(F)(F)C\6,O,585
C/[N+](C)=C1C=CC2=CC3=CC=C(N(C)C)C=C3[Si](C)(C)C2=C\1,O,634
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C)C4=CC=C(N(C)C)C=C4[Si](C)(C)C2=C\1,O,646
C[N+](CCC1)=C2C1=CC3=C(C4=CC=CC=C4C)C5=CC6=C(N(C)CCC6)C=C5[Si](C)(C)C3=C2,O,674
C[N+](CC1)=C2C1=CC3=C(C4=CC=CC=C4C)C5=CC6=C(N(C)CC6)C=C5[Si](C)(C)C3=C2,O,691
C[N+](C(C)(C)C=C1C)=C2C1=CC3=C(C4=CC=CC=C4C)C5=CC6=C(N(C)C(C)(C)C=C6C)C=C5[Si](C)(C)C3=C2,O,721
C[Si]1(C)C2=CC3=[N+](C4=CC=CC=C4)CCC3=CC2=C(C5=CC=CC=C5C)C6=CC7=C(N(C8=CC=CC=C8)CC7)C=C61,CO,731
C[Si](C1=CC(N(CC)CC)=CC=C1C(C2=CC=CC=C2C([O-])=O)=C3C=C/4)(C)C3=CC4=[N+](CC)\CC,O,650
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N(C)C)C=C4[Si](C)(C)C2=C\1,O,643
C[Si](C1=CC(N2CCC2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCC\6,O,646
C[Si](C1=CC(N2CC(O)C2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CC(O)C\6,O,641
C[Si](C1=CC(N2CCCCCC2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCCCCC\6,O,657
C/[N+](C1=CC=C(OC)C=C1)=C2C=CC3=C(C4=CC=CC=C4C)C5=CC=C(N(C)C6=CC=C(OC)C=C6)C=C5[Si](C)(C)C3=C/2,CO,660
C[Si](C1=CC(N2CC(C=CC=C3)=C3C2)=CC=C1C(C4=CC=CC=C4C)=C5C=C/6)(C)C5=CC6=[N+]7CC(C=CC=C8)=C8C\7,CO,779
C/[N+](C)=C1C(F)=CC2=C(C3=CC(C(O)=O)=CC=C3C([O-])=O)C4=CC(F)=C(N(C)C)C=C4[Si](C)(C)C2=C\1,O,670
C[Si](C1=CC(N2CC(F)C2)=CC=C1C(C3=CC=CC=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CC(F)C\6,O,635
C[Si](C1=CC(N2CCC2)=CC=C1C(C3=C(F)C(F)=C(F)C(F)=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCC\6,O,669
C[Si](C1=CC(N2CCC2)=C(F)C=C1C(C3=C(F)C(F)=C(F)C(F)=C3C([O-])=O)=C4C=C/5F)(C)C4=CC5=[N+]6CCC\6,O,695
C[Si](C1=CC(N2CCC2)=CC=C1C(C3=C(F)C(SCC(OCC)=O)=C(F)C(F)=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCC\6,O,668
C[Si](C1=CC(N2CCC2)=CC=C1C(C3=C(F)C(SCC(O)=O)=C(F)C(F)=C3C([O-])=O)=C4C=C/5)(C)C4=CC5=[N+]6CCC\6,O,667
